date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:47:25	18461/18461	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video4.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video4.html	(from https://www.quiztwise.com/loan/page/play4.html)
12:47:25	18504/18504	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video5.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video5.html	(from https://www.quiztwise.com/loan/page/play5.html)
12:47:26	18424/18424	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video6.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video6.html	(from https://www.quiztwise.com/loan/page/play6.html)
12:47:26	15240/15240	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video1.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video1.html	(from https://www.quiztwise.com/loan/page/play1.html)
12:47:26	18466/18466	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video10.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video10.html	(from https://www.quiztwise.com/loan/page/play10.html)
12:47:27	18466/18466	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/loan/pages/video11.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/pages/video11.html	(from https://www.quiztwise.com/loan/page/play11.html)
12:47:27	18159/18159	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:23%20GMT	https://www.quiztwise.com/loan/age.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/age.html	(from https://www.quiztwise.com/loan/pages/video9.html)
12:47:27	18343/18343	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:24%20GMT	https://www.quiztwise.com/loan/human.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/human.html	(from https://www.quiztwise.com/loan/age.html)
12:47:27	19788/19788	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:25%20GMT	https://www.quiztwise.com/loan/link.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/link.html	(from https://www.quiztwise.com/loan/human.html)
12:47:28	35523/35523	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:24%20GMT	https://www.quiztwise.com/loan/index-2.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/loan/index-2.html	(from https://www.quiztwise.com/loan/link.html)
12:47:28	9446/9446	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:23%20GMT	https://www.quiztwise.com/	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/index.html	(from https://www.quiztwise.com/loan/link.html)
12:47:28	331/331	---M--	200	added ('OK')	image/png	etag:%22a58ed167273bad3c3e66c53d073b68d1%22	https://www.quiztwise.com/images/quiz_favicon.png	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/quiz_favicon.png	(from https://www.quiztwise.com/)
12:47:29	2934019/2934019	---MCZ	200	added ('OK')	text/css	etag:W/%22e35af4d8ceb624072098fa9a3d970aaa%22	https://www.quiztwise.com/css/tailwind.min.css	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/css/tailwind.min.css	(from https://www.quiztwise.com/)
12:47:29	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%2265692999-5512%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	(from https://www.quiztwise.com/)
12:47:29	7588/7588	---MCZ	200	added ('OK')	text/css	etag:W/%22b28da05530e07e9f510fcc741e22f091%22	https://www.quiztwise.com/css/style.css	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/css/style.css	(from https://www.quiztwise.com/)
12:47:29	89794/89794	---MCZ	200	added ('OK')	text/javascript	etag:W/%220927441ac23b008d64e75ca217ebcc47%22	https://www.quiztwise.com/js/jquery-3.6.4.min.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/js/jquery-3.6.4.min.js	(from https://www.quiztwise.com/)
12:47:30	10062/10062	---MCZ	200	added ('OK')	text/javascript	etag:W/%22310dcab4951b4404f2290f445c6415b0%22	https://www.quiztwise.com/js/ads.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/js/ads.js	(from https://www.quiztwise.com/)
12:47:30	10811/10811	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:27%20GMT	https://www.quiztwise.com/playquiz.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/playquiz.html	(from https://www.quiztwise.com/)
12:47:30	98573/98573	---M--	200	added ('OK')	image/gif	etag:%22441fcd2a0bccd01b42dff02c69140033%22	https://www.quiztwise.com/images/notification_bell.gif	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/notification_bell.gif	(from https://www.quiztwise.com/)
12:47:31	9425/9425	---MCZ	200	added ('OK')	text/javascript	etag:W/%223a200c73daf4d74e2d36314688d1023c%22	https://www.quiztwise.com/js/index.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/js/index.js	(from https://www.quiztwise.com/)
12:47:31	138618/138618	---M--	200	added ('OK')	image/png	etag:%220c0e93cdd59eb1f9984c8d336887c3b1%22	https://www.quiztwise.com/images/treasure.png	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/treasure.png	(from https://www.quiztwise.com/)
12:47:32	4341/4341	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a6678eb8b7db429de5e52f1e5819f73a%22	https://www.quiztwise.com/js/footer.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/js/footer.js	(from https://www.quiztwise.com/)
12:47:32	12950/12950	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:22%20GMT	https://www.quiztwise.com/home.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/home.html	(from https://www.quiztwise.com/playquiz.html)
12:47:32	1769/1769	---M--	200	added ('OK')	image/png	etag:%22e01174ad9173b596c1415cf26409a7a8%22	https://www.quiztwise.com/images/logo.png	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/logo.png	(from https://www.quiztwise.com/home.html)
12:47:32	6395/6395	---M--	200	added ('OK')	image/png	etag:%2220eb9c1db9645963f2fce9408797e0a9%22	https://www.quiztwise.com/images/Reward.png	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/Reward.png	(from https://www.quiztwise.com/home.html)
12:47:32	13211/13211	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:21%20GMT	https://www.quiztwise.com/category.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/category.html	(from https://www.quiztwise.com/home.html)
12:47:33	13718/13718	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2007:02:28%20GMT	https://www.quiztwise.com/profile.html	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/profile.html	(from https://www.quiztwise.com/home.html)
12:47:33	10922/10922	---MCZ	200	added ('OK')	text/javascript	etag:W/%22361af23246d55c237bc416fc5e54d49e%22	https://www.quiztwise.com/data/home.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/data/home.js	(from https://www.quiztwise.com/home.html)
12:47:33	14468/14468	---MCZ	200	added ('OK')	text/javascript	etag:W/%227e707c4b9e328a6c0c3f5c7e0fac5059%22	https://www.quiztwise.com/data/category.js	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/data/category.js	(from https://www.quiztwise.com/category.html)
12:47:34	151055/151055	---M--	200	added ('OK')	image/png	etag:%226a6062de065363ba65fcef37259ccf91%22	https://www.quiztwise.com/images/Profile-icon-removebg-preview.png	C:/Users/codebuzz/OneDrive/Desktop/loan_quiz/loan/www.quiztwise.com/images/Profile-icon-removebg-preview.png	(from https://www.quiztwise.com/profile.html)
